
0	1.41641e-05	0	0	0	0
1e-07	4.24293e-05	0	0	0	0
2e-07	8.41119e-05	0	0	0	0
3e-07	0.000137957	0	0	0	0
4e-07	0.00020222	0	0	0	0
5e-07	0.000274779	0	0	0	0
6e-07	0.000353258	0	0	0	0
7e-07	0.000435174	0	0	0	0
8e-07	0.000518074	0	0	0	0
9e-07	0.00059967	0	0	0	0
1e-06	0.000677965	0	0	0	0
1.1e-06	0.000751349	0	0	0	0
1.2e-06	0.000818666	0	0	0	0
1.3e-06	0.000879261	0	0	0	0
1.4e-06	0.000932984	0	0	0	0
1.5e-06	0.000980169	0	0	0	0
1.6e-06	0.00102158	0	0	0	0
1.7e-06	0.00105833	0	0	0	0
1.8e-06	0.00109182	0	0	0	0
1.9e-06	0.00112356	0	0	0	0
2e-06	0.00115517	0	0	0	0
2.1e-06	0.00118818	0	0	0	0
2.2e-06	0.00122399	0	0	0	0
2.3e-06	0.00126379	0	0	0	0
2.4e-06	0.00130849	0	0	0	0
2.5e-06	0.00135869	0	0	0	0
2.6e-06	0.00141471	0	0	0	0
2.7e-06	0.00147653	0	0	0	0
2.8e-06	0.00154391	0	0	0	0
2.9e-06	0.00161638	0	0	0	0
3e-06	0.00169334	0	0	0	0
3.1e-06	0.00177409	0	0	0	0
3.2e-06	0.00185796	0	0	0	0
3.3e-06	0.0019443	0	0	0	0
3.4e-06	0.0020326	0	0	0	0
3.5e-06	0.00212249	0	0	0	0
3.6e-06	0.00221381	0	0	0	0
3.7e-06	0.00230655	0	0	0	0
3.8e-06	0.00240092	0	0	0	0
3.9e-06	0.0024973	0	0	0	0
4e-06	0.00259618	0	0	0	0
4.1e-06	0.00269817	0	0	0	0
4.2e-06	0.00280392	0	0	0	0
4.3e-06	0.00291408	0	0	0	0
4.4e-06	0.00302928	0	0	0	0
4.5e-06	0.00315006	0	0	0	0
4.6e-06	0.00327685	0	0	0	0
4.7e-06	0.00340998	0	0	0	0
4.8e-06	0.00354963	0	0	0	0
4.9e-06	0.0036959	0	0	0	0
5e-06	0.00384875	0	0	0	0
5.1e-06	0.00400808	0	0	0	0
5.2e-06	0.00417374	0	0	0	0
5.3e-06	0.00434558	0	0	0	0
5.4e-06	0.00452344	0	0	0	0
5.5e-06	0.00470723	0	0	0	0
5.6e-06	0.00489694	0	0	0	0
5.7e-06	0.00509263	0	0	0	0
5.8e-06	0.00529447	0	0	0	0
5.9e-06	0.00550274	0	0	0	0
6e-06	0.0057178	0	0	0	0
6.1e-06	0.00594009	0	0	0	0
6.2e-06	0.00617012	0	0	0	0
6.3e-06	0.00640842	0	0	0	0
6.4e-06	0.00665554	0	0	0	0
6.5e-06	0.00691202	0	0	0	0
6.6e-06	0.00717835	0	0	0	0
6.7e-06	0.00745498	0	0	0	0
6.8e-06	0.0077423	0	0	0	0
6.9e-06	0.00804063	0	0	0	0
7e-06	0.00835022	0	0	0	0
7.1e-06	0.0086713	0	0	0	0
7.2e-06	0.00900401	0	0	0	0
7.3e-06	0.00934853	0	0	0	0
7.4e-06	0.00970498	0	0	0	0
7.5e-06	0.0100735	0	0	0	0
7.6e-06	0.0104544	0	0	0	0
7.7e-06	0.0108479	0	0	0	0
7.8e-06	0.0112542	0	0	0	0
7.9e-06	0.0116738	0	0	0	0
8e-06	0.0121071	0	0	0	0
8.1e-06	0.0125547	0	0	0	0
8.2e-06	0.0130171	0	0	0	0
8.3e-06	0.0134949	0	0	0	0
8.4e-06	0.0139888	0	0	0	0
8.5e-06	0.0144993	0	0	0	0
8.6e-06	0.0150273	0	0	0	0
8.7e-06	0.0155732	0	0	0	0
8.8e-06	0.0161377	0	0	0	0
8.9e-06	0.0167214	0	0	0	0
9e-06	0.0173248	0	0	0	0
9.1e-06	0.0179483	0	0	0	0
9.2e-06	0.0185925	0	0	0	0
9.3e-06	0.0192578	0	0	0	0
9.4e-06	0.0199447	0	0	0	0
9.5e-06	0.0206536	0	0	0	0
9.6e-06	0.021385	0	0	0	0
9.7e-06	0.0221394	0	0	0	0
9.8e-06	0.0229175	0	0	0	0
9.9e-06	0.0237198	0	0	0	0
1e-05	0.024547	0	0	0	0
1.01e-05	0.0253998	0	0	0	0
1.02e-05	0.026279	0	0	0	0
1.03e-05	0.0271854	0	0	0	0
1.04e-05	0.0281199	0	0	0	0
1.05e-05	0.0290834	0	0	0	0
1.06e-05	0.0300767	0	0	0	0
1.07e-05	0.0311007	0	0	0	0
1.08e-05	0.0321563	0	0	0	0
1.09e-05	0.0332445	0	0	0	0
1.1e-05	0.0343659	0	0	0	0
1.11e-05	0.0355215	0	0	0	0
1.12e-05	0.0367121	0	0	0	0
1.13e-05	0.0379385	0	0	0	0
1.14e-05	0.0392015	0	0	0	0
1.15e-05	0.0405019	0	0	0	0
1.16e-05	0.0418407	0	0	0	0
1.17e-05	0.0432186	0	0	0	0
1.18e-05	0.0446365	0	0	0	0
1.19e-05	0.0460954	0	0	0	0
1.2e-05	0.0475964	0	0	0	0
1.21e-05	0.0491403	0	0	0	0
1.22e-05	0.0507284	0	0	0	0
1.23e-05	0.0523617	0	0	0	0
1.24e-05	0.0540414	0	0	0	0
1.25e-05	0.0557687	0	0	0	0
1.26e-05	0.0575448	0	0	0	0
1.27e-05	0.0593709	0	0	0	0
1.28e-05	0.0612483	0	0	0	0
1.29e-05	0.0631783	0	0	0	0
1.3e-05	0.0651619	0	0	0	0
1.31e-05	0.0672005	0	0	0	0
1.32e-05	0.0692953	0	0	0	0
1.33e-05	0.0714476	0	0	0	0
1.34e-05	0.0736584	0	0	0	0
1.35e-05	0.0759291	0	0	0	0
1.36e-05	0.0782609	0	0	0	0
1.37e-05	0.080655	0	0	0	0
1.38e-05	0.0831128	0	0	0	0
1.39e-05	0.0856356	0	0	0	0
1.4e-05	0.0882247	0	0	0	0
1.41e-05	0.0908816	0	0	0	0
1.42e-05	0.0936077	0	0	0	0
1.43e-05	0.0964046	0	0	0	0
1.44e-05	0.0992736	0	0	0	0
1.45e-05	0.102216	0	0	0	0
1.46e-05	0.105235	0	0	0	0
1.47e-05	0.10833	0	0	0	0
1.48e-05	0.111503	0	0	0	0
1.49e-05	0.114757	0	0	0	0
1.5e-05	0.118093	0	0	0	0
1.51e-05	0.121512	0	0	0	0
1.52e-05	0.125017	0	0	0	0
1.53e-05	0.128607	0	0	0	0
1.54e-05	0.132287	0	0	0	0
1.55e-05	0.136056	0	0	0	0
1.56e-05	0.139916	0	0	0	0
1.57e-05	0.14387	0	0	0	0
1.58e-05	0.147919	0	0	0	0
1.59e-05	0.152064	0	0	0	0
1.6e-05	0.156308	0	0	0	0
1.61e-05	0.160651	0	0	0	0
1.62e-05	0.165097	0	0	0	0
1.63e-05	0.169646	0	0	0	0
1.64e-05	0.1743	0	0	0	0
1.65e-05	0.179062	0	0	0	0
1.66e-05	0.183933	0	0	0	0
1.67e-05	0.188916	0	0	0	0
1.68e-05	0.194011	0	0	0	0
1.69e-05	0.199222	0	0	0	0
1.7e-05	0.204549	0	0	0	0
1.71e-05	0.209995	0	0	0	0
1.72e-05	0.215562	0	0	0	0
1.73e-05	0.221252	0	0	0	0
1.74e-05	0.227066	0	0	0	0
1.75e-05	0.233007	0	0	0	0
1.76e-05	0.239076	0	0	0	0
1.77e-05	0.245275	0	0	0	0
1.78e-05	0.251607	0	0	0	0
1.79e-05	0.258073	0	0	0	0
1.8e-05	0.264674	0	0	0	0
1.81e-05	0.271414	0	0	0	0
1.82e-05	0.278294	0	0	0	0
1.83e-05	0.285315	0	0	0	0
1.84e-05	0.29248	0	0	0	0
1.85e-05	0.299792	0	0	0	0
1.86e-05	0.307251	0	0	0	0
1.87e-05	0.31486	0	0	0	0
1.88e-05	0.322621	0	0	0	0
1.89e-05	0.330536	0	0	0	0
1.9e-05	0.338607	0	0	0	0
1.91e-05	0.346836	0	0	0	0
1.92e-05	0.355224	0	0	0	0
1.93e-05	0.363774	0	0	0	0
1.94e-05	0.372489	0	0	0	0
1.95e-05	0.381368	0	0	0	0
1.96e-05	0.390415	0	0	0	0
1.97e-05	0.399632	0	0	0	0
1.98e-05	0.409019	0	0	0	0
1.99e-05	0.41858	0	0	0	0
2e-05	0.428315	0	0	0	0
2.01e-05	0.438227	0	0	0	0
2.02e-05	0.448318	0	0	0	0
2.03e-05	0.458589	0	0	0	0
2.04e-05	0.469041	0	0	0	0
2.05e-05	0.479678	0	0	0	0
2.06e-05	0.490499	0	0	0	0
2.07e-05	0.501509	0	0	0	0
2.08e-05	0.512707	0	0	0	0
