
0.001	-0.099	603135
0.001	-0.098	603130
0.001	-0.097	603120
0.001	-0.096	603106
0.001	-0.095	603089
0.001	-0.094	603069
0.001	-0.093	603044
0.001	-0.092	603015
0.001	-0.091	602982
0.001	-0.09	602946
0.001	-0.089	602910
0.001	-0.088	602873
0.001	-0.087	602837
0.001	-0.086	602803
0.001	-0.085	602773
0.001	-0.084	602748
0.001	-0.083	602728
0.001	-0.082	602713
0.001	-0.081	602705
0.001	-0.08	602704
0.001	-0.079	602711
0.001	-0.078	602726
0.001	-0.077	602745
0.001	-0.076	602768
0.001	-0.075	602792
0.001	-0.074	602815
0.001	-0.073	602837
0.001	-0.072	602856
0.001	-0.071	602873
0.001	-0.07	602888
0.001	-0.069	602899
0.001	-0.068	602907
0.001	-0.067	602910
0.001	-0.066	602910
0.001	-0.065	602909
0.001	-0.064	602908
0.001	-0.063	602910
0.001	-0.062	602915
0.001	-0.061	602920
0.001	-0.06	602924
0.001	-0.059	602922
0.001	-0.058	602915
0.001	-0.057	602903
0.001	-0.056	602890
0.001	-0.055	602876
0.001	-0.054	602862
0.001	-0.053	602845
0.001	-0.052	602825
0.001	-0.051	602800
0.001	-0.05	602776
0.001	-0.049	602755
0.001	-0.048	602745
0.001	-0.047	602748
0.001	-0.046	602764
0.001	-0.045	602792
0.001	-0.044	602828
0.001	-0.043	602867
0.001	-0.042	602903
0.001	-0.041	602929
0.001	-0.04	602937
0.001	-0.039	602920
0.001	-0.038	602876
0.001	-0.037	602813
0.001	-0.036	602756
0.001	-0.035	602755
0.001	-0.034	602872
0.001	-0.033	603126
0.001	-0.032	603363
0.001	-0.031	602985
0.001	-0.03	600812
0.001	-0.029	600187
0.001	-0.028	600028
0.001	-0.027	599989
0.001	-0.026	599964
0.001	-0.025	599926
0.001	-0.024	599877
0.001	-0.023	599832
0.001	-0.022	599805
0.001	-0.021	599806
0.001	-0.02	599834
0.001	-0.019	599879
0.001	-0.018	599925
0.001	-0.017	599956
0.001	-0.016	599959
0.001	-0.015	599931
0.001	-0.014	599881
0.001	-0.013	599824
0.001	-0.012	599779
0.001	-0.011	599760
0.001	-0.01	599772
0.001	-0.009	599806
0.001	-0.008	599850
0.001	-0.007	599888
0.001	-0.006	599907
0.001	-0.005	599899
0.001	-0.004	599860
0.001	-0.003	599796
0.001	-0.002	599721
0.001	-0.001	599654
0.001	0	599654
0.001	0.001	599654
0.001	0.002	599721
0.001	0.003	599796
0.001	0.004	599860
0.001	0.005	599899
0.001	0.006	599907
0.001	0.007	599888
0.001	0.008	599850
0.001	0.009	599806
0.001	0.01	599772
0.001	0.011	599760
0.001	0.012	599779
0.001	0.013	599824
0.001	0.014	599881
0.001	0.015	599931
0.001	0.016	599959
0.001	0.017	599956
0.001	0.018	599925
0.001	0.019	599879
0.001	0.02	599834
0.001	0.021	599806
0.001	0.022	599805
0.001	0.023	599832
0.001	0.024	599877
0.001	0.025	599926
0.001	0.026	599964
0.001	0.027	599989
0.001	0.028	600028
0.001	0.029	600187
0.001	0.03	600812
0.001	0.031	602985
0.001	0.032	603363
0.001	0.033	603126
0.001	0.034	602872
0.001	0.035	602755
0.001	0.036	602756
0.001	0.037	602813
0.001	0.038	602876
0.001	0.039	602920
0.001	0.04	602937
0.001	0.041	602929
0.001	0.042	602903
0.001	0.043	602867
0.001	0.044	602828
0.001	0.045	602792
0.001	0.046	602764
0.001	0.047	602748
0.001	0.048	602745
0.001	0.049	602755
0.001	0.05	602776
0.001	0.051	602800
0.001	0.052	602825
0.001	0.053	602845
0.001	0.054	602862
0.001	0.055	602876
0.001	0.056	602890
0.001	0.057	602903
0.001	0.058	602915
0.001	0.059	602922
0.001	0.06	602924
0.001	0.061	602920
0.001	0.062	602915
0.001	0.063	602910
0.001	0.064	602908
0.001	0.065	602909
0.001	0.066	602910
0.001	0.067	602910
0.001	0.068	602907
0.001	0.069	602899
0.001	0.07	602888
0.001	0.071	602873
0.001	0.072	602856
0.001	0.073	602837
0.001	0.074	602815
0.001	0.075	602792
0.001	0.076	602768
0.001	0.077	602745
0.001	0.078	602726
0.001	0.079	602711
0.001	0.08	602704
0.001	0.081	602705
0.001	0.082	602713
0.001	0.083	602728
0.001	0.084	602748
0.001	0.085	602773
0.001	0.086	602803
0.001	0.087	602837
0.001	0.088	602873
0.001	0.089	602910
0.001	0.09	602946
0.001	0.091	602982
