
0	-0.099	5
0	-0.098	5
0	-0.097	5
0	-0.096	5
0	-0.095	5
0	-0.094	5
0	-0.093	5
0	-0.092	5
0	-0.091	5
0	-0.09	5
0	-0.089	5
0	-0.088	5
0	-0.087	5
0	-0.086	5
0	-0.085	5
0	-0.084	5
0	-0.083	5
0	-0.082	5
0	-0.081	5
0	-0.08	5
0	-0.079	5
0	-0.078	5
0	-0.077	5
0	-0.076	5
0	-0.075	5
0	-0.074	5
0	-0.073	5
0	-0.072	5
0	-0.071	5
0	-0.07	5
0	-0.069	5
0	-0.068	5
0	-0.067	5
0	-0.066	5
0	-0.065	5
0	-0.064	5
0	-0.063	5
0	-0.062	5
0	-0.061	5
0	-0.06	5
0	-0.059	5
0	-0.058	5
0	-0.057	5
0	-0.056	5
0	-0.055	5
0	-0.054	5
0	-0.053	5
0	-0.052	5
0	-0.051	5
0	-0.05	5
0	-0.049	5
0	-0.048	5
0	-0.047	5
0	-0.046	5
0	-0.045	5
0	-0.044	5
0	-0.043	5
0	-0.042	5
0	-0.041	5
0	-0.04	5
0	-0.039	5
0	-0.038	5
0	-0.037	5
0	-0.036	5
0	-0.035	5
0	-0.034	5
0	-0.033	5
0	-0.032	5
0	-0.031	5
0	-0.03	5
0	-0.029	5
0	-0.028	5
0	-0.027	5
0	-0.026	5
0	-0.025	5
0	-0.024	5
0	-0.023	5
0	-0.022	5
0	-0.021	5
0	-0.02	5
0	-0.019	5
0	-0.018	5
0	-0.017	5
0	-0.016	5
0	-0.015	5
0	-0.014	5
0	-0.013	5
0	-0.012	5
0	-0.011	5
0	-0.01	5
0	-0.009	5
0	-0.008	5
0	-0.007	5
0	-0.006	5
0	-0.005	5
0	-0.004	5
0	-0.003	5
0	-0.002	5
0	-0.001	5
0	0	5
0.001	-0.099	5.0051
0.001	-0.098	5.0051
0.001	-0.097	5.0051
0.001	-0.096	5.0051
0.001	-0.095	5.0051
0.001	-0.094	5.0051
0.001	-0.093	5.0051
0.001	-0.092	5.0051
0.001	-0.091	5.0051
0.001	-0.09	5.0051
0.001	-0.089	5.0051
0.001	-0.088	5.0051
0.001	-0.087	5.0051
0.001	-0.086	5.0051
0.001	-0.085	5.0051
0.001	-0.084	5.0051
0.001	-0.083	5.0051
0.001	-0.082	5.0051
0.001	-0.081	5.0051
0.001	-0.08	5.0051
0.001	-0.079	5.0051
0.001	-0.078	5.0051
0.001	-0.077	5.0051
0.001	-0.076	5.0051
0.001	-0.075	5.0051
0.001	-0.074	5.0051
0.001	-0.073	5.0051
0.001	-0.072	5.0051
0.001	-0.071	5.0051
0.001	-0.07	5.0051
0.001	-0.069	5.0051
0.001	-0.068	5.0051
0.001	-0.067	5.0051
0.001	-0.066	5.0051
0.001	-0.065	5.0051
0.001	-0.064	5.0051
0.001	-0.063	5.0051
0.001	-0.062	5.0051
0.001	-0.061	5.0051
0.001	-0.06	5.0051
0.001	-0.059	5.0051
0.001	-0.058	5.0051
0.001	-0.057	5.0051
0.001	-0.056	5.0051
0.001	-0.055	5.0051
0.001	-0.054	5.0051
0.001	-0.053	5.0051
0.001	-0.052	5.0051
0.001	-0.051	5.0051
0.001	-0.05	5.0051
0.001	-0.049	5.0051
0.001	-0.048	5.0051
0.001	-0.047	5.0051
0.001	-0.046	5.0051
0.001	-0.045	5.0051
0.001	-0.044	5.0051
0.001	-0.043	5.0051
0.001	-0.042	5.0051
0.001	-0.041	5.0051
0.001	-0.04	5.0051
0.001	-0.039	5.0051
0.001	-0.038	5.0051
0.001	-0.037	5.0051
0.001	-0.036	5.0051
0.001	-0.035	5.0051
0.001	-0.034	5.0051
0.001	-0.033	5.0051
0.001	-0.032	5.0051
0.001	-0.031	5.0051
0.001	-0.03	5.0051
0.001	-0.029	5.0051
0.001	-0.028	5.0051
0.001	-0.027	5.0051
0.001	-0.026	5.0051
